,thread_001,thread_002,thread_003,thread_004,thread_005,thread_006,thread_007,thread_008,thread_009,thread_010,thread_011,thread_012,thread_013,thread_014,thread_015,thread_016,thread_017,thread_018,thread_019,thread_020,thread_021,thread_022,thread_023,thread_024,thread_025,thread_026,thread_027,thread_028,thread_029,thread_030,thread_031,thread_032,thread_033,thread_034,thread_035,thread_036,thread_037,thread_038,thread_039,thread_040,thread_041,thread_042,thread_043,thread_044,thread_045,thread_046,thread_047,thread_048,thread_049,thread_050,thread_051,thread_052,thread_053,thread_054,thread_055,thread_056,thread_057,thread_058,thread_059,thread_060,thread_061,thread_062,thread_063,thread_064,thread_065,thread_066,thread_067,thread_068,thread_069,thread_070,thread_071,thread_072,thread_073,thread_074,thread_075,thread_076,thread_077,thread_078,thread_079,thread_080,thread_081,thread_082,thread_083,thread_084,thread_085,thread_086,thread_087,thread_088,thread_089,thread_090,thread_091,thread_092,thread_093,thread_094,thread_095,thread_096,thread_097,thread_098,thread_099,thread_100,state_id
0,0.1924480348626686,0.12274700548930499,0.09026555007860698,0.19560227657535012,0.02040835053947284,0.2675574293137768,0.2876845415651029,0.9350181064378611,0.18377238145309926,0.29003443557900177,0.17206940349859826,0.6322835951748264,0.3294237142947268,0.17596529839693006,0.2534486880943975,0.06912172472778864,0.2802691599340403,0.14731956077180725,0.3119360861671016,0.26741378790802794,0.205608889476589,0.2963272457857571,0.17980295561801293,0.7204407314025444,0.07501877055832043,0.20528899545841814,0.06433953502481524,0.03985110370742026,0.25321985969423577,0.48264201652336497,0.23794797554939792,0.056945282468463365,0.03018846680760186,0.20014212203074172,0.13505684734310197,0.14652814970237657,0.1354356332216241,0.029964347476785773,0.3016936971897604,0.1297546255701363,1.1519067747476859,0.4301664573104025,0.3039851944859782,0.28030763870101455,0.07670259910650969,0.4414275974354728,0.037191302567928956,0.3072977492819363,0.44939396945634597,0.751224797383659,0.42414463768818755,0.80950757218337,1.2514836253811348,0.9468128949717165,0.06722328241612621,0.31275939271379316,0.1450137315483234,0.11244051444180928,0.05272444786834144,0.042787567218748865,0.11252441175961977,0.324076536024562,0.7533998833163837,0.028488261978085953,0.1866241058468178,0.3150837995331384,0.04335099764287258,0.31220284623902567,0.12059612344488847,0.1793468809607642,0.7206205135235056,0.7007537060203078,0.6465620193827604,0.7648050969357095,0.14880036768939797,0.10071452376306143,0.0405885290426902,0.26157511770039954,0.3680359418316376,0.018811887109375678,0.15055778991005067,0.22562914808296597,0.12461366605588575,0.04798567883279537,0.14416516102674531,0.5817861671310001,0.14636548533495844,0.49926809766665214,0.20979702522689053,0.02984036422844207,0.1528152607390138,1.1001617528739704,0.6685124133235042,0.27947917932407557,0.6160108971497447,0.16233335557085363,0.686391723507468,0.04138615161928356,0.033891243746337035,0.0637862876502967,1
1,0.0019428883259726974,0.00024511448006825945,0.040253063728679275,0.13404263112906215,0.00017373275311383606,0.08895657864019413,0.13233204591017822,0.6754607049860379,0.0025130181019821884,0.36051129024583617,0.002050209372425901,0.4903679976650006,0.004555790873570786,0.04046138249615097,0.0022036602094571787,0.09702220288579497,0.1339925665368801,0.002168734207970058,0.004367712916617181,0.26343520582688956,0.002634090970805715,0.13145930030581868,0.002491845800641738,0.5675760776935501,0.0010999606834369876,0.09799274727708049,0.040436253843743004,5.8784786206424675e-05,0.12010572229877545,0.349130012445666,0.002703605614616894,0.09769899077095019,0.00033528911869973635,0.09801649817516936,0.0963754732379738,0.001414180645651945,0.0014399630343331356,0.0003790068061085707,0.15460358074065575,0.09735983605113545,0.7206722349335618,0.10920181812468278,0.17619375888393984,0.00345389626543056,0.0004504268661049263,0.13448886738925514,0.0402996371669825,0.0006029894463492112,0.06433364234822336,0.17662315996879172,0.16354101944411717,0.5191099301863485,0.46332408178602574,0.49036657844705295,0.0006796929523856116,0.13058854719460108,0.0006664557349472379,0.0013601094952566057,0.000326278907137097,0.04051240517149641,0.0005220696334749747,0.040417930275194934,0.4854282092111842,0.0002602141115754607,0.0013456914471801293,0.17585601992731942,0.0403052867510635,0.13158686251186774,0.0013595364705468605,0.002471590503304519,0.3295944448277425,0.3847941048330319,0.5163481340546667,0.4530327541414442,0.0012705127695222921,0.001272467207858788,0.00038108327804616747,0.003353716864995933,0.04602025908494233,0.0002461668126203581,0.0031131044304288525,0.1000622056075453,0.001294078904067239,0.09662583833932362,0.0017670856276611926,0.234555456091407,0.0014746462834129565,0.26082416507568706,0.002414595823111852,0.000332134231366981,0.001850757101102775,0.7234534485327868,0.4859546193680056,0.21855203589271388,0.2675047047597012,0.00067670044922456,0.4907670465767639,0.0001910588326114664,0.04043277950082494,0.040585563460557084,2
2,0.010013637213970741,4.9789786257317934e-05,0.04692201307399404,0.11549386490500857,8.189560632662553e-05,0.06628291413764228,0.11878825722315361,0.7292077534557554,0.010266636845262423,0.2918710509279995,0.0009178862629409246,0.47435610179739957,0.01092677974011735,0.047013520320595845,0.010135301945467589,0.08518159513153374,0.11916569034112359,0.0009558546284968811,0.010886558755181512,0.19774070772556987,0.001391317266675444,0.11869374723232713,0.010121576635131205,0.6052847173055748,0.009661055577022832,0.0851279042207087,0.0469750618451901,1.3821053312721458e-05,0.1580940711077495,0.32665915375575766,0.010324515569358912,0.08354756129839315,7.8222650791123e-05,0.08366760246252256,0.0834831975642695,0.009813981596272996,0.009823229069318576,6.920170148153797e-05,0.1714094635720987,0.08516369313926635,0.784804934630437,0.06546012933426992,0.22074870189674764,0.010548658923003848,0.009463010040596687,0.06172124494706758,0.05071057652853847,0.0003921823291663244,0.06873457776288355,0.1680190696760123,0.16107100725926804,0.5012591381971228,0.42934811001134143,0.4753196370212136,0.00955058054638071,0.11713716809110855,0.00037118929761825313,0.009726979338761247,0.00011182147657620908,0.050776755914837185,0.00954372145983937,0.04709116945347766,0.4309954743895285,8.037572529343835e-05,0.009770076352045338,0.2205153020165717,0.05073114871743856,0.11877782963738483,0.009780271567553338,0.0007681206250577736,0.34425327041453807,0.3953733818405589,0.49047288967007746,0.3705067172806299,0.0006858828540217838,0.00971865596718722,0.00010805537432671017,0.010499186785967512,0.04672416837000609,9.735401564267059e-05,0.01467445552879207,0.08532587806403069,0.0005112364833888246,0.08515846300585674,0.009987904238739503,0.23657626560822526,0.0008403255549280945,0.19251887843169463,0.010070402258190274,0.009421258026378441,0.0008762739059015372,0.7869725680660122,0.4527100666026167,0.18497924776905467,0.2766334836440482,0.0004098322075222816,0.5272537913879081,8.189315295756263e-05,0.050776960090265146,0.05083269881435561,3
3,6.918166807944092e-05,1.1851738506381445e-07,0.00018296415497283763,0.117985582327789,2.8148599476479874e-07,0.002706305694503166,0.11808902719756777,0.29238458184149896,7.147581025810322e-05,0.13663462820514874,5.376128090993802e-06,0.34468341487316484,7.683791763127084e-05,0.00018485140039008316,7.092611393517815e-05,0.11611950964864312,0.11810624762092087,5.498957363832465e-06,7.641668370974969e-05,0.16203028388009297,8.625062357633293e-06,0.1180813560660805,6.967159711646359e-05,0.28563412996250076,6.619298686015819e-05,0.11613368976013409,0.00018318267710962233,5.888710457661212e-08,0.11851141486724992,0.1667427233040693,7.185913612378358e-05,0.11608295629717245,2.091628266754131e-07,0.1160897061192541,0.11606439484183947,6.757557048909785e-05,6.774521632053925e-05,1.350014785253203e-07,0.15832981613389915,0.11612445085674314,0.3912983799511678,0.0005276442688730304,0.16418699670906117,7.40713598252485e-05,6.513255181453112e-05,0.11573933143833334,0.00013295248914822188,2.547501389869455e-06,0.0006484066329233406,0.1599899588566617,0.1616507056060068,0.2806827747157351,0.34398879841853636,0.26828129500103026,6.566051999000923e-05,0.1180293785286572,2.36491605977279e-06,6.649353798266021e-05,3.7637392110569913e-07,0.0001331610966582161,6.525140363842205e-05,0.0001888164239283813,0.26535013963159204,2.655268014967133e-07,6.838383605223348e-05,0.16418507009197417,0.00013295818005986938,0.11808465377862462,6.696982057174167e-05,2.77831591412554e-05,0.23174502834859761,0.34220672696876603,0.2255973714634277,0.2624537827488705,4.36044808164606e-06,6.684541822557893e-05,3.496464785241483e-07,7.341561980169453e-05,0.00029895802338178126,3.3372540703268623e-07,0.00039736699182431963,0.11614716163589921,2.8772996285153453e-06,0.11611522697478155,6.91970506496918e-05,0.13558250461472032,5.360573351494386e-06,0.16293906234929334,6.856941830815466e-05,6.42249937490967e-05,5.221561402755804e-06,0.3914060790362614,0.26288157368040876,0.1592624235652478,0.13360489268891326,2.6706505385551437e-06,0.25918081451619934,2.5784999199074015e-07,0.000133033563491589,0.00013327143985139773,4
4,6.8201160162141475e-06,4.475013342610264e-09,1.684623086469341e-05,0.10878606440644976,2.2356737898370402e-08,0.00043527593754259385,0.10878275834066031,0.09237487201741197,7.039970991051325e-06,0.06822215411417736,4.844822739585987e-07,0.1811464449227705,7.526384003497723e-06,1.7061125053946627e-05,6.995298078058815e-06,0.10848089470849027,0.10878526697322481,4.907017181896673e-07,7.49093799058362e-06,0.16118828490161624,8.086572890618302e-07,0.10878147866785631,6.854278546809652e-06,0.09146827453209423,6.5379425694192824e-06,0.10848315214039479,1.6864894958313648e-05,4.239968794206993e-09,0.10689959881881357,0.16255491908962708,7.0728185525230105e-06,0.10848378760151901,6.6669851054857514e-09,0.10848446031965504,0.10848104397508918,6.670308227830841e-06,6.687091405604534e-06,4.144747277354831e-09,0.16017280570596046,0.1084816928904579,0.18436541592838113,5.037734467380317e-05,0.16176780926202397,7.279306065565637e-06,6.45390580151437e-06,0.10848929851595215,1.0661637323510823e-05,2.4926397040701606e-07,6.559554119338596e-05,0.1606216461534902,0.16102502978431185,0.09086201807779229,0.18107214390163753,0.17774421919284766,6.496321130429661e-06,0.10878263099631691,2.233545824870571e-07,6.560822026031943e-06,1.9382624674109555e-08,1.0669057661072928e-05,6.456572257945681e-06,1.7518929532403076e-05,0.17851691843400677,8.599817353128681e-09,6.7659798828768965e-06,0.16176770705263618,1.0659277157566589e-05,0.10878197033286757,6.610361311569031e-06,7.492692399830718e-06,0.13519099966962045,0.18080358485981785,0.17375106145960645,0.1792901515606404,4.179031126921558e-07,6.5996527349662236e-06,9.85753897462476e-09,7.214166496782044e-06,2.759209658651203e-05,2.0809054028281883e-08,6.308776931110514e-05,0.10848519087175969,2.523403067174872e-07,0.10848024563003932,6.82782990512037e-06,0.06835560214071847,5.130320687745e-07,0.16139955863855332,6.746561114082211e-06,6.357304683949988e-06,4.760101614167176e-07,0.18438036576362346,0.17921969951910977,0.16043946037453835,0.06709861382267876,2.5793973631968986e-07,0.13912229156969871,1.921075141297175e-08,1.0640022582575854e-05,1.0675569025130383e-05,5
5,1.2912074114488697e-07,1.3974874546799964e-10,3.664743768420466e-07,0.039570753120110005,3.7281992287713597e-10,1.6722750047430357e-05,0.03957068345019326,0.0028038660822617962,1.33244160840376e-07,0.09287979623785192,8.615724478803845e-09,0.041011547123791924,1.4187382837825683e-07,3.7036262679645654e-07,1.3261317871752675e-07,0.0395666773477995,0.03957071694451695,8.664004760514481e-09,1.413134792101642e-07,0.11935451007165741,1.4928959723415855e-08,0.03957066639991985,1.2951715103168613e-07,0.0027715133219689382,1.2393018098302434e-07,0.039566707401316396,3.6695965897440926e-07,1.1632481215242735e-10,0.09317716702352248,0.11933997741794676,1.337934306071598e-07,0.03956671490659975,1.3909544768234628e-10,0.03956672384503591,0.03956667869366112,1.2639780418877222e-07,1.2672940398948653e-07,1.2313812024918744e-10,0.1193652399175104,0.03956668795328546,0.04107568066693439,9.448013175853393e-07,0.11934731840184445,1.3760338933136527e-07,1.2271374668076628e-07,0.039566776379747585,2.4960805549657837e-07,4.7538735604706434e-09,1.3493001573840434e-06,0.11936039741666865,0.1193546231402162,0.0027498936177920907,0.041010050976898915,0.04069003703292498,1.2334461037658353e-07,0.0395706811107075,4.141908458037519e-09,1.2423469881850135e-07,2.588588885822433e-10,2.499408762913251e-07,1.2255693833131664e-07,3.785548316987449e-07,0.040685618352834844,1.590327251328982e-10,1.2860540431304484e-07,0.11934731806134113,2.4957836792304266e-07,0.03957067295982398,1.2522359599573834e-07,4.319717565826492e-07,0.09252605231539529,0.041005619740720936,0.04018037047059062,0.04068228464506318,7.896423931863607e-09,1.2508330375967433e-07,2.5309887706400525e-10,1.363337250412263e-07,5.033373205277176e-07,2.9899482018662904e-10,2.443629009411951e-06,0.03956673428416967,4.39089312684746e-09,0.03956666876280386,1.2939095036163267e-07,0.09287199151888094,9.66351124314694e-09,0.11935096373510375,1.2740941180375942e-07,1.2069732536785786e-07,8.547871134591337e-09,0.04107592701580756,0.04068283506771436,0.1193630915299512,0.0928785224165921,4.898183515595786e-09,0.09251081561467854,3.071667383219578e-10,2.495031439885163e-07,2.501175461168975e-07,6
6,4.553342796953343e-09,3.8593569500406996e-12,1.261517685606038e-08,0.0007786824903282458,1.2998244865973218e-11,7.047895905248494e-07,0.0007786745042499174,0.00012336223639523156,4.698593152533921e-09,0.0006545914026479367,3.0294610332119284e-10,0.0008969641953045233,5.002461574062274e-09,1.2755718672048075e-08,4.676276739948092e-09,0.0007781496201456822,0.0007786788251440743,3.044650559887687e-10,4.982745680541748e-09,0.0015263045684964403,5.257199508218298e-10,0.0007786722634994983,4.567299001812599e-09,0.00012193355219922896,4.3704725116402614e-09,0.0007781535398836927,1.2631503448033894e-08,3.900955515995221e-12,0.0007815938120138085,0.001529404042216359,4.717933849174064e-09,0.0007781566799756833,1.076856042867908e-12,0.0007781577638781398,0.0007781519294845462,4.457409033142271e-09,4.4690773667232015e-09,2.5822811286249026e-12,0.001524009875948046,0.0007781510107249847,0.0009012572356205668,3.3262258127946107e-08,0.0015276338919849807,4.852050853978675e-09,4.327556615973236e-09,0.0007781801005325281,8.36991063758604e-09,1.6753389608359297e-10,4.7282106538150856e-08,0.0015250250089029844,0.0015259488511430894,0.00012097784125543955,0.0008968570120409079,0.0009113007485511708,4.349804487084883e-09,0.000778676448499608,1.458850581758911e-10,4.381219382481197e-09,6.767641766214999e-12,8.37970430722013e-09,4.322118595148116e-09,1.3052875555921412e-08,0.0009121631497903241,9.504835486149521e-13,4.535023899676555e-09,0.0015276340408023228,8.368496979900314e-09,0.0007786731131889641,4.416082887554981e-09,1.7052719831638e-08,0.0006676499647051981,0.0008964140268843654,0.0009051250766918856,0.0009131040397044077,2.7804405173719365e-10,4.411067835523096e-09,4.197089591854908e-12,4.807342705737083e-09,1.771706054385971e-08,9.589514756206831e-12,1.0294892596052779e-07,0.0007781570904744853,1.5406432646764412e-10,0.0007781484936231186,4.562851799117273e-09,0.0006555196508301642,3.403206777669915e-10,0.0015267904115712613,4.493141453488194e-09,4.256580663358206e-09,3.0075604643188564e-10,0.0009012807692986072,0.0009130267075158078,0.0015246027632669814,0.0006546749784784361,1.7250276414254172e-10,0.0006645964376272701,1.063332853377232e-11,8.362265958864418e-09,8.385284345765418e-09,7
7,1.390582580783725e-09,1.1646164863860308e-12,3.841511643960367e-09,0.0002402836105194262,3.978438012138779e-12,2.117410765281666e-07,0.0002402811633346566,3.702939887013869e-05,1.4349444491834563e-09,0.00015517919546165305,9.261566684212539e-11,0.00027585600171301774,1.5278359410371826e-09,3.884458861551552e-09,1.4280904988377913e-09,0.00024012310623545494,0.00024028246420553865,9.3091924728889e-11,1.5218011812708397e-09,0.0004343946411335661,1.6060198092942954e-10,0.00024028048835043843,1.394892311840539e-09,3.66010093327822e-05,1.334712571059027e-09,0.00024012428671957035,3.8464728335201836e-09,1.1850048783480736e-12,0.00019558521179597143,0.00043532684787662534,1.4408653470100533e-09,0.00024012525314691545,3.0019064331729283e-13,0.000240125578657037,0.0002401238229494238,1.3612656080089375e-09,1.3648261310644663e-09,7.723747157409342e-13,0.0004337044345892789,0.0002401235250544026,0.00027715009244411604,1.0156778997767647e-08,0.00043479479812084856,1.4818353436499833e-09,1.3215347196697798e-09,0.00024013243857155117,2.544971207177926e-09,5.115990120770381e-11,1.4417802964295916e-08,0.00043400981361822814,0.0004342881606827514,3.631438569039397e-05,0.00027582364087584856,0.0002801156379279866,1.328361128224214e-09,0.00024028177111690374,4.456419998798284e-11,1.3380190076230128e-09,2.0933680859516408e-12,2.5479242567230346e-09,1.3199135744998948e-09,3.975290456030909e-09,0.00028037223623430217,2.525730418319147e-13,1.3848896803118138e-09,0.00043479484406969067,2.544535165780384e-09,0.0002402807441830122,1.3486558437749037e-09,5.08523569179476e-09,0.00015926848990815686,0.0002756904458865619,0.00027822672365058386,0.0002806526092445647,8.490508201888606e-11,1.3471111157729676e-09,1.2403169860599724e-12,1.4681923137737704e-09,5.4128771623479445e-09,2.9486724684368877e-12,3.0928643164891335e-08,0.0002401253558053044,4.712072089833645e-11,0.0002401227670399956,1.3934631406783247e-09,0.0001554777039455867,1.0392986339657525e-10,0.0004345411809640978,1.3722634253995796e-09,1.2998971083623614e-09,9.192872374331049e-11,0.0002771571609044313,0.0002806295939193029,0.0004338825503044552,0.00015521047720636,5.267420210465138e-11,0.00015827447889262195,3.2567489017461233e-12,2.542576593857976e-09,2.5496158318540873e-09,8
8,3.138778219559833e-11,2.6089831385462074e-14,8.654729645095579e-11,5.458297001468426e-06,8.989018007702784e-14,4.7702617160037625e-09,5.458241667486525e-06,8.337550771613706e-07,3.238915138313183e-11,3.1456920618859394e-06,2.0919183722263343e-12,6.259035028532407e-06,3.4487220128596975e-11,8.751701280176303e-11,3.223388458509968e-11,5.454681731032349e-06,5.45827096650761e-06,2.1028473470092677e-12,3.435077768055447e-11,9.482187492760494e-06,3.6257640852620334e-12,5.458226463943565e-06,3.1485731831616844e-11,8.241059451495688e-07,3.0126406482471927e-11,5.4547083197213975e-06,8.665890412093136e-11,2.6651047657796607e-14,4.057007737896663e-06,9.503311594267707e-06,3.2522977745473166e-11,5.454730146891009e-06,6.4584405004457916e-15,5.454737475605882e-06,5.454697935916926e-06,3.07258092930142e-11,3.080609732476144e-11,1.7190137404080804e-14,9.466547376585927e-06,5.454691164393637e-06,6.288225534001191e-06,2.2923382218952713e-10,9.491258889405491e-06,3.344790284081006e-11,2.982784134786638e-11,5.454892356636938e-06,5.7282677023497625e-11,1.1546890313006267e-12,3.251106684754971e-10,9.473467692863821e-06,9.479780807576268e-06,8.176495996367409e-07,6.258304407477976e-06,6.354958258992285e-06,2.9982449811875944e-11,5.458255422093264e-06,1.0060734086333302e-12,3.020139733139335e-11,4.7668975434834686e-14,5.7348825395130396e-11,2.979192051820898e-11,8.956832871235783e-11,6.3607232218587375e-06,5.323646747261205e-15,3.1257812884067614e-11,9.491259927519752e-06,5.727281436712359e-11,5.458232226177448e-06,3.044128878561714e-11,1.1514162778743649e-10,3.238209034919831e-06,6.255303302879647e-06,6.312298371232655e-06,6.367025258707975e-06,1.91630545919755e-12,3.040623997723363e-11,2.7449748597818024e-14,3.314014083990444e-11,1.2220903760261213e-10,6.690009824966485e-14,6.967836862565686e-10,5.454732398577324e-06,1.0646083180486505e-12,5.4546740914633e-06,3.145242503010076e-11,3.152469351446387e-06,2.3458034513209944e-12,9.485513191246903e-06,3.097528649373754e-11,2.934004938400326e-11,2.0761673999432813e-12,6.288384711651129e-06,6.366508278711928e-06,9.470581067719886e-06,3.1464423564272574e-06,1.1888666903834574e-12,3.215731442406718e-06,7.367584656153368e-14,5.722777567342968e-11,5.738681559893667e-11,9
9,4.661349551974263e-12,3.798459789358236e-15,1.283672114415097e-11,8.256651943288154e-07,1.338141177235932e-14,7.056113137102301e-10,8.256569702331945e-07,1.2349922580953902e-07,4.810029907942442e-12,4.3956890764537724e-07,3.1070067033470257e-13,9.441987801359571e-07,5.121623633418059e-12,1.2980713861078155e-11,4.786863977386954e-12,8.251307557227524e-07,8.256613008474859e-07,3.1225838324133544e-13,5.1013349797140366e-12,1.3878100060305895e-06,5.38520244289432e-13,8.256547227292312e-07,4.675829279324219e-12,1.2207146224711865e-07,4.473895558942488e-12,8.251346861297139e-07,1.285322651138622e-11,4.01679856379412e-15,5.724301048101477e-07,1.3909214487561097e-06,4.829863941718263e-12,8.251379315404464e-07,9.104505742017336e-16,8.251390140165452e-07,8.251331706698514e-07,4.562837458444643e-12,4.574871156573496e-12,2.4614986502214953e-15,1.3855062833111088e-06,8.251321503001802e-07,9.48533040468478e-07,3.404001920747822e-11,1.3891463463378488e-06,4.967169710510111e-12,4.429562236860666e-12,8.251620288022963e-07,8.490808642722219e-12,1.7141253863853672e-13,4.824895457277977e-11,1.3865256421727833e-06,1.387455767433988e-06,1.211159519361344e-07,9.440901792710151e-07,9.580454132068102e-07,4.45251320491538e-12,8.256590237272557e-07,1.4956518343783017e-13,4.4852515593267984e-12,7.123618667409872e-15,8.500417630762582e-12,4.424205325210067e-12,1.3285399690901944e-11,9.588855777471287e-07,6.804363002006077e-16,4.6419891921184535e-12,1.389146500341629e-06,8.489256222809126e-12,8.256555745447938e-07,4.520701426386848e-12,1.6969969133136786e-11,4.5279274161588926e-07,9.43646118480761e-07,9.515163877145564e-07,9.598058277886916e-07,2.8464862611222114e-13,4.5155769661152824e-12,4.0290542705765495e-15,4.9216957815548925e-12,1.8151763218685603e-11,1.002253028408465e-14,1.0306556053761014e-10,8.25138245355586e-07,1.5824059050472345e-13,8.251296265036914e-07,4.670945366868734e-12,4.405501046659059e-07,3.4839969680163587e-13,1.3883000644164562e-06,4.600259012813915e-12,4.357108564806798e-12,3.0847980900885727e-13,9.48556580669125e-07,9.597305575967145e-07,1.386100317129063e-06,4.3968139622792017e-07,1.767619079328413e-13,4.495141670166203e-07,1.1138288632892664e-14,8.482371529831713e-12,8.50621095921943e-12,10
