"time","input","value"
1,-0.154518635477871,0.2
2,0.0489197619259358,0.2
3,0.0437098931521177,0.2
4,0.0493517766706645,0.2
5,0.144366153422743,0.2
6,0.0561242421157658,0.2
7,-0.196201697457582,0.2
8,-0.106979797594249,0.2
9,0.066433503292501,0.2
10,0.0057004565373063,0.2
11,0.077436516713351,0.2
12,0.0179899342358112,0.2
13,-0.0869065665639937,0.2
14,0.169373393710703,0.2
15,-0.0830736638978124,0.2
16,0.134918251261115,0.2
17,-0.0855106861330569,0.2
18,-0.0932716879993677,0.2
19,-0.125310884136707,0.2
20,-0.107109635788947,0.2
21,-0.073355018068105,0.2
22,-0.0789226517081261,0.179788273254967
23,-0.136381598841399,0.171828503321523
24,-0.184001632779837,0.171294137223518
25,-0.112480183597654,0.177649665024676
26,0.12423942098394,0.180930991704866
27,0.0102790187112987,0.124782451633927
28,0.165863266400993,0.138716218306952
29,0.132538018748164,0.175607479860679
30,-0.181691894680262,0.158581301338109
31,-0.0175634070299566,0.106120068217598
32,-0.0939253312535584,0.130680571966796
33,-0.0781311187893152,0.167385815594109
34,0.00292274802923204,0.155656871617366
35,-0.127561516687274,0.149816538525171
36,0.103868254180998,0.163436854197887
37,-0.119500784948468,0.153318288287422
38,-0.0964760725386441,0.172437737121042
39,0.196860167011619,0.140917884957822
40,0.122940936125815,0.110276083783575
41,0.0213334362953901,0.117627359402061
42,0.0585624376311898,0.143756937514716
43,-0.0752702771686018,0.156598100516949
44,0.0487276792526245,0.147843532135098
45,-0.0680919297039509,0.151946640141814
46,0.000798989180475468,0.156739272907744
47,0.0708378109149635,0.150657985870053
48,-0.00600350433960556,0.141422362230857
49,-0.102428469061852,0.145593170117669
50,0.106183915026486,0.135980351999431
51,-0.170488047972322,0.14271384867024
52,-0.0761253592558205,0.172035983403157
53,0.0869086973369121,0.143362952526399
54,0.00181836485862732,0.124067364586254
55,-0.138800416421145,0.139738745145168
56,0.00157339526340367,0.126672043163168
57,-0.00241563078016044,0.140479037730821
58,0.100480078812689,0.145504621717777
59,-0.130140070430934,0.146890694430849
60,0.139356964174658,0.147718024591185
61,0.145933532807976,0.168569939156921
62,-0.183257089927793,0.125987181301679
63,-0.0731271378695965,0.102274976761005
64,-0.194500024337322,0.11670424034419
65,-0.10438970932737,0.190489486853188
66,0.0825978469103575,0.172497401220155
67,-0.0767620971426368,0.131788569166653
68,0.00341902626678348,0.154816617740537
69,-0.179341352265328,0.1504224271289
70,0.0258279359899461,0.169063593316378
71,-0.151407925132662,0.15486090299882
72,0.157134552672505,0.190861713600078
73,-0.194149097707123,0.168258854740481
74,0.113248441461474,0.198895321183735
75,-0.164015466812998,0.191910798618609
76,0.00767599232494831,0.210702952210427
77,-0.0462933249771595,0.170851813777056
78,-0.171979001071304,0.167543657685381
79,-0.0717422311194241,0.152882830983772
80,0.0673981588333845,0.154602029808773
81,0.170560190547258,0.132666025556003
82,-0.0112361115403473,0.12436490818862
83,-0.142953862715513,0.138733167397173
84,0.0177079020068049,0.10779187348749
85,-0.121530139259994,0.134038056226521
86,0.159432195685804,0.168821718023728
87,-0.0442000861279666,0.158347675788037
88,-0.0756516881287098,0.159213323058549
89,-0.135988534800708,0.133543955230576
90,0.15847433982417,0.152091360984662
91,-0.13344248784706,0.131027013045193
92,0.160169838462025,0.169257777539855
93,-0.1463687219657,0.192679956478313
94,-0.147354346327484,0.191850917847116
95,-0.157884998992085,0.127464935639893
96,0.00463343244045972,0.176166694620265
97,-0.079920378420502,0.156190249910409
98,-0.189313241839409,0.169375402991581
99,-0.0761410274542868,0.153745921651028
100,0.0968478628434241,0.1589362160759
101,-0.185817309189588,0.124009810575242
102,0.0260304448194802,0.161133128722736
103,-0.0878968895412982,0.155699221226563
104,-0.118321473430842,0.174640850672892
105,-0.146504440531135,0.152063879216195
106,-0.069727230258286,0.168602901512664
107,-0.137975212186575,0.167131728577202
108,-0.148015144187957,0.184536820878884
109,-0.0257875761017203,0.175642537302217
110,-0.184542938973755,0.162660743478574
111,0.0853206251747906,0.194023225607996
112,-0.159692383557558,0.160070834802596
113,0.180121975392103,0.196362271773272
114,-0.151272894907743,0.187365303649221
115,-0.112137351650745,0.19753973254076
116,0.165235106740147,0.134705487247859
117,0.178341248445213,0.10641797620584
118,-0.0883375108242035,0.104261402403337
119,-0.15061156488955,0.111184249199864
120,0.118864183779806,0.0948542012810595
121,0.0977108860388398,0.114177673437578
122,0.166389689501375,0.114006794453003
123,0.197839298006147,0.165710130441666
124,0.176944286003709,0.181973235048219
125,-0.00554583696648478,0.202955290325002
126,-0.0866161828860641,0.164828561771796
127,-0.0993817195296288,0.130989994075725
128,0.00130206830799579,0.143390449601421
129,-0.0012135307304561,0.145996883438399
130,-0.0726216761395335,0.147048658168914
131,0.184889130759984,0.147181626220405
132,0.0536397472955287,0.147057602426629
133,-0.149026640783995,0.141518905124289
134,-0.0307812024839222,0.104208963124853
135,0.165726763848215,0.130832633384902
136,-0.0128830666653812,0.104666555761894
137,0.163267658185214,0.133772605267155
138,0.0390973134897649,0.183188435027836
139,0.0526971263810992,0.158062855538472
140,0.147663327492774,0.164078642958763
141,0.00109992902725936,0.162029144483481
142,0.193454045895487,0.152618175746793
143,-0.0702455890364945,0.192287669084066
144,-0.0074500205926597,0.162444270355213
145,-0.0572051689960063,0.150692232131884
146,0.0509910736232996,0.155043460657023
147,0.0966400762088597,0.149572623459111
148,0.0263867269270122,0.13998440216796
149,0.1923146026209,0.147125408617311
150,0.0307250942103565,0.175227923443944
151,-0.0243831792846322,0.157835203094224
152,-0.10856012199074,0.144106231524619
153,-0.167136773746461,0.141666743393378
154,0.14010596871376,0.151755238193069
155,-0.106135495379567,0.126031549784969
156,0.195266978722066,0.167061400283151
157,0.040759018342942,0.194871371964659
158,0.199496323242784,0.156726957530095
159,-0.04976024935022,0.20951505178977
160,0.0220506523735821,0.165690332119897
161,-0.0282224148511886,0.160712438062344
162,0.0303511123172939,0.154626696007603
163,-0.0269970410503447,0.151110901394533
164,-0.110061694402248,0.150000437222504
165,-0.16600610492751,0.143407434116431
166,0.0549193038605154,0.152932105509647
167,-0.0275934518314898,0.140225849817103
168,-0.170913562551141,0.151999664771977
169,0.120960807707161,0.134903409069434
170,-0.0698886786587536,0.138345490785066
171,0.102915614005178,0.162362592881804
172,0.0337086069397628,0.170918262130647
173,0.0835357626900077,0.15177218141146
174,-0.029209693428129,0.162108233758303
175,-0.0625709191896021,0.151085035880868
176,0.103647994063795,0.14099761267195
177,-0.0303879167884588,0.140959986110181
178,0.0243549015372992,0.148192179849981
179,-0.153545690234751,0.151431400657812
180,-0.0787912809289992,0.155764230014452
181,-0.00847892565652728,0.147397494753999
182,-0.0620677812956274,0.149522396555782
183,0.040285656042397,0.155576639690947
184,-0.169566670712084,0.149680517771617
185,0.182397044450045,0.164094677836534
186,-0.191117270756513,0.164101287155026
187,0.136684252973646,0.201762072419278
188,0.0529769795015455,0.20327109896983
189,-0.0759623339399695,0.151578535430553
190,0.0970277464948595,0.134117797692248
191,0.0555645254440605,0.151224656470158
192,0.197006394900382,0.142339841713341
193,-0.148692084662616,0.17441839384232
194,0.153295831102878,0.144013751688988
195,0.124033355154097,0.191822389192765
196,0.128740471322089,0.134776461736848
197,0.133881064970046,0.173207379914384
198,0.0930928882211447,0.181199296879541
199,0.193217609729618,0.176769004560705
200,0.0556818330660462,0.196527740232559
