"time","input","value"
1,-0.154518635477871,0.2
2,0.0489197619259358,0.2
3,0.0437098931521177,0.2
4,0.0493517766706645,0.2
5,0.144366153422743,0.2
6,0.0561242421157658,0.2
7,-0.196201697457582,0.2
8,-0.106979797594249,0.2
9,0.066433503292501,0.2
10,0.0057004565373063,0.2
11,0.077436516713351,0.2
12,0.0179899342358112,0.2
13,-0.0869065665639937,0.2
14,0.169373393710703,0.2
15,-0.0830736638978124,0.2
16,0.134918251261115,0.2
17,-0.0855106861330569,0.2
18,-0.0932716879993677,0.2
19,-0.125310884136707,0.2
20,-0.107109635788947,0.2
21,-0.073355018068105,0.2
22,-0.0789226517081261,0.178262919537654
23,-0.136381598841399,0.175250447767468
24,-0.184001632779837,0.181089487151515
25,-0.112480183597654,0.181224453499823
26,0.12423942098394,0.174169458215395
27,0.0102790187112987,0.133032996078331
28,0.165863266400993,0.141526253081274
29,0.132538018748164,0.118931125462813
30,-0.181691894680262,0.163754628840261
31,-0.0175634070299566,0.15088753951017
32,-0.0939253312535584,0.145235343544589
33,-0.0781311187893152,0.129100760656121
34,0.00292274802923204,0.163825791856129
35,-0.127561516687274,0.153895811948122
36,0.103868254180998,0.168696390234203
37,-0.119500784948468,0.143627692313401
38,-0.0964760725386441,0.147089002067607
39,0.196860167011619,0.167097201503608
40,0.122940936125815,0.186034849025181
41,0.0213334362953901,0.13976206235627
42,0.0585624376311898,0.143313637486531
43,-0.0752702771686018,0.164845870470128
44,0.0487276792526245,0.140798318523998
45,-0.0680919297039509,0.14794332734043
46,0.000798989180475468,0.142816931261898
47,0.0708378109149635,0.147013701822799
48,-0.00600350433960556,0.153534656365692
49,-0.102428469061852,0.151212900467165
50,0.106183915026486,0.149736505914917
51,-0.170488047972322,0.160707014595882
52,-0.0761253592558205,0.15469066905484
53,0.0869086973369121,0.162870463910847
54,0.00181836485862732,0.167817768235376
55,-0.138800416421145,0.155301551081607
56,0.00157339526340367,0.167414746071216
57,-0.00241563078016044,0.155899014088192
58,0.100480078812689,0.151802029467493
59,-0.130140070430934,0.129405525254954
60,0.139356964174658,0.142425934834899
61,0.145933532807976,0.146349850922281
62,-0.183257089927793,0.170070923438992
63,-0.0731271378695965,0.191797142953362
64,-0.194500024337322,0.148492560583698
65,-0.10438970932737,0.106847485672199
66,0.0825978469103575,0.16404683397492
67,-0.0767620971426368,0.145166974183329
68,0.00341902626678348,0.17004316563908
69,-0.179341352265328,0.155460735838635
70,0.0258279359899461,0.129352090522419
71,-0.151407925132662,0.139712428611409
72,0.157134552672505,0.145290656974846
73,-0.194149097707123,0.105455558756689
74,0.113248441461474,0.126855808499526
75,-0.164015466812998,0.115617892388765
76,0.00767599232494831,0.0988778745652679
77,-0.0462933249771595,0.129636898882302
78,-0.171979001071304,0.134079973570202
79,-0.0717422311194241,0.185740753187803
80,0.0673981588333845,0.15998859917356
81,0.170560190547258,0.148191674836443
82,-0.0112361115403473,0.105111571666799
83,-0.142953862715513,0.135890889963872
84,0.0177079020068049,0.130046472806393
85,-0.121530139259994,0.14692060704132
86,0.159432195685804,0.149929491385901
87,-0.0442000861279666,0.115010596984804
88,-0.0756516881287098,0.136445396251029
89,-0.135988534800708,0.158465251262803
90,0.15847433982417,0.119453993718363
91,-0.13344248784706,0.128491128230589
92,0.160169838462025,0.157177670194002
93,-0.1463687219657,0.118910581361211
94,-0.147354346327484,0.103995300186533
95,-0.157884998992085,0.163338054735035
96,0.00463343244045972,0.115506865649447
97,-0.079920378420502,0.136532558441312
98,-0.189313241839409,0.162170254928157
99,-0.0761410274542868,0.198168711134755
100,0.0968478628434241,0.164989133695618
101,-0.185817309189588,0.143346554168371
102,0.0260304448194802,0.200563092414354
103,-0.0878968895412982,0.164286532635009
104,-0.118321473430842,0.142046784980481
105,-0.146504440531135,0.180211548338571
106,-0.069727230258286,0.154534340321656
107,-0.137975212186575,0.160506949692334
108,-0.148015144187957,0.177754781441036
109,-0.0257875761017203,0.191835264384627
110,-0.184542938973755,0.1668145453662
111,0.0853206251747906,0.19405063944617
112,-0.159692383557558,0.146359340107276
113,0.180121975392103,0.155200617745872
114,-0.151272894907743,0.10184026682244
115,-0.112137351650745,0.114234260869211
116,0.165235106740147,0.164088079360004
117,0.178341248445213,0.198262470719092
118,-0.0883375108242035,0.124745445067311
119,-0.15061156488955,0.156033195814016
120,0.118864183779806,0.114497956892309
121,0.0977108860388398,0.169544917997669
122,0.166389689501375,0.142704301598391
123,0.197839298006147,0.109379236504318
124,0.176944286003709,0.171019835853048
125,-0.00554583696648478,0.182307755883736
126,-0.0866161828860641,0.158826728852207
127,-0.0993817195296288,0.126879698515686
128,0.00130206830799579,0.115740390632983
129,-0.0012135307304561,0.138089484722822
130,-0.0726216761395335,0.145309727017996
131,0.184889130759984,0.158240604731127
132,0.0536397472955287,0.152243297887694
133,-0.149026640783995,0.150096085338229
134,-0.0307812024839222,0.165809755984458
135,0.165726763848215,0.146399338668544
136,-0.0128830666653812,0.161752588737011
137,0.163267658185214,0.156452804823972
138,0.0390973134897649,0.144328984922817
139,0.0526971263810992,0.157412241600666
140,0.147663327492774,0.15108468094885
141,0.00109992902725936,0.186091006796838
142,0.193454045895487,0.161836643035838
143,-0.0702455890364945,0.169154378829014
144,-0.0074500205926597,0.140838433756396
145,-0.0572051689960063,0.146872262759226
146,0.0509910736232996,0.132005327812727
147,0.0966400762088597,0.13811545287081
148,0.0263867269270122,0.144206937379443
149,0.1923146026209,0.145044341978755
150,0.0307250942103565,0.162279482303746
151,-0.0243831792846322,0.157922131981981
152,-0.10856012199074,0.151223856169842
153,-0.167136773746461,0.118711858881695
154,0.14010596871376,0.131413432953501
155,-0.106135495379567,0.137974474397828
156,0.195266978722066,0.162396110474847
157,0.040759018342942,0.104234313338707
158,0.199496323242784,0.142629741759048
159,-0.04976024935022,0.114931057656081
160,0.0220506523735821,0.122916809555199
161,-0.0282224148511886,0.141202149435592
162,0.0303511123172939,0.137598357997109
163,-0.0269970410503447,0.142568587424329
164,-0.110061694402248,0.145757526303675
165,-0.16600610492751,0.152519716759137
166,0.0549193038605154,0.142609417313154
167,-0.0275934518314898,0.144719147788633
168,-0.170913562551141,0.152208636105944
169,0.120960807707161,0.192727441828423
170,-0.0698886786587536,0.173875594939597
171,0.102915614005178,0.160823974124258
172,0.0337086069397628,0.127327766174971
173,0.0835357626900077,0.148482883493485
174,-0.029209693428129,0.140320074819292
175,-0.0625709191896021,0.141634738468528
176,0.103647994063795,0.143276602032955
177,-0.0303879167884588,0.160080443726591
178,0.0243549015372992,0.15404041482368
179,-0.153545690234751,0.148540020004896
180,-0.0787912809289992,0.125190250090924
181,-0.00847892565652728,0.144828190850639
182,-0.0620677812956274,0.147285125118976
183,0.040285656042397,0.162647915184829
184,-0.169566670712084,0.148749531858126
185,0.182397044450045,0.1512700715231
186,-0.191117270756513,0.133012930662886
187,0.136684252973646,0.132316612363204
188,0.0529769795015455,0.108669597328449
189,-0.0759623339399695,0.149949185613182
190,0.0970277464948595,0.17068960783742
191,0.0555645254440605,0.175893307499177
192,0.197006394900382,0.162505999758662
193,-0.148692084662616,0.131659083862734
194,0.153295831102878,0.12207485304065
195,0.124033355154097,0.153013400011945
196,0.128740471322089,0.186912235648676
197,0.133881064970046,0.132907748998718
198,0.0930928882211447,0.174610834121573
199,0.193217609729618,0.175355723891479
200,0.0556818330660462,0.195791651585971
