"time","input","value"
1,-0.154518635477871,0.2
2,0.0489197619259358,0.2
3,0.0437098931521177,0.2
4,0.0493517766706645,0.2
5,0.144366153422743,0.2
6,0.0561242421157658,0.2
7,-0.196201697457582,0.2
8,-0.106979797594249,0.2
9,0.066433503292501,0.2
10,0.0057004565373063,0.2
11,0.077436516713351,0.2
12,0.0179899342358112,0.2
13,-0.0869065665639937,0.2
14,0.169373393710703,0.2
15,-0.0830736638978124,0.2
16,0.134918251261115,0.2
17,-0.0855106861330569,0.2
18,-0.0932716879993677,0.2
19,-0.125310884136707,0.2
20,-0.107109635788947,0.2
21,-0.073355018068105,0.2
22,-0.0789226517081261,0.17940895688946
23,-0.136381598841399,0.173650297452329
24,-0.184001632779837,0.186005188482196
25,-0.112480183597654,0.194097621286309
26,0.12423942098394,0.179661992081979
27,0.0102790187112987,0.147390630216284
28,0.165863266400993,0.148605511133931
29,0.132538018748164,0.105161525204849
30,-0.181691894680262,0.113261180690977
31,-0.0175634070299566,0.104049031286331
32,-0.0939253312535584,0.134161456683807
33,-0.0781311187893152,0.120940278961087
34,0.00292274802923204,0.124241663004167
35,-0.127561516687274,0.140182401301677
36,0.103868254180998,0.149786053510614
37,-0.119500784948468,0.135314704837058
38,-0.0964760725386441,0.159135695853882
39,0.196860167011619,0.152956405116686
40,0.122940936125815,0.113858562770358
41,0.0213334362953901,0.157360024083998
42,0.0585624376311898,0.149038109105611
43,-0.0752702771686018,0.141694015755279
44,0.0487276792526245,0.125346528738748
45,-0.0680919297039509,0.15089741454059
46,0.000798989180475468,0.148555294274076
47,0.0708378109149635,0.149951573018587
48,-0.00600350433960556,0.142359100847637
49,-0.102428469061852,0.147373281113444
50,0.106183915026486,0.160120262273328
51,-0.170488047972322,0.154154714443891
52,-0.0761253592558205,0.133942230365788
53,0.0869086973369121,0.14581032818941
54,0.00181836485862732,0.135795406050109
55,-0.138800416421145,0.145983573597565
56,0.00157339526340367,0.18451471199615
57,-0.00241563078016044,0.162057576128892
58,0.100480078812689,0.154575301440826
59,-0.130140070430934,0.152697710120816
60,0.139356964174658,0.179011158861532
61,0.145933532807976,0.161486773029993
62,-0.183257089927793,0.154456079325183
63,-0.0731271378695965,0.124911735572515
64,-0.194500024337322,0.156573789093024
65,-0.10438970932737,0.112393241349324
66,0.0825978469103575,0.114855991421807
67,-0.0767620971426368,0.115560407890809
68,0.00341902626678348,0.146695401256081
69,-0.179341352265328,0.147749959006587
70,0.0258279359899461,0.177114795165176
71,-0.151407925132662,0.162550958089096
72,0.157134552672505,0.172291863415373
73,-0.194149097707123,0.15944026334709
74,0.113248441461474,0.206590778948664
75,-0.164015466812998,0.175433911978329
76,0.00767599232494831,0.197566740933323
77,-0.0462933249771595,0.170081628981088
78,-0.171979001071304,0.172237373360913
79,-0.0717422311194241,0.130396052838186
80,0.0673981588333845,0.162282968650265
81,0.170560190547258,0.156216466300934
82,-0.0112361115403473,0.141201278983246
83,-0.142953862715513,0.150641074332898
84,0.0177079020068049,0.166155343096554
85,-0.121530139259994,0.15808778028082
86,0.159432195685804,0.122438603513845
87,-0.0442000861279666,0.138565677005478
88,-0.0756516881287098,0.156146006927491
89,-0.135988534800708,0.150622634091326
90,0.15847433982417,0.175443401130104
91,-0.13344248784706,0.197051508247286
92,0.160169838462025,0.176020430795552
93,-0.1463687219657,0.142157823979329
94,-0.147354346327484,0.178483888255013
95,-0.157884998992085,0.126273868855695
96,0.00463343244045972,0.174662161074588
97,-0.079920378420502,0.160477363538565
98,-0.189313241839409,0.171965081609461
99,-0.0761410274542868,0.200414316864726
100,0.0968478628434241,0.186511784763932
101,-0.185817309189588,0.164964005621167
102,0.0260304448194802,0.179059238194854
103,-0.0878968895412982,0.154409668088683
104,-0.118321473430842,0.163197139217121
105,-0.146504440531135,0.138691085083089
106,-0.069727230258286,0.187991787250418
107,-0.137975212186575,0.161414131675362
108,-0.148015144187957,0.173118226534654
109,-0.0257875761017203,0.185341563255302
110,-0.184542938973755,0.169114568568099
111,0.0853206251747906,0.177451379629755
112,-0.159692383557558,0.14326476435725
113,0.180121975392103,0.184511273020409
114,-0.151272894907743,0.156317083483572
115,-0.112137351650745,0.195261952117311
116,0.165235106740147,0.152592227238913
117,0.178341248445213,0.112544920681871
118,-0.0883375108242035,0.186456947177563
119,-0.15061156488955,0.183469551140512
120,0.118864183779806,0.18799161160573
121,0.0977108860388398,0.193594661841513
122,0.166389689501375,0.192581068495779
123,0.197839298006147,0.144817374078577
124,0.176944286003709,0.10528443567936
125,-0.00554583696648478,0.167472973523542
126,-0.0866161828860641,0.15615938351567
127,-0.0993817195296288,0.131213121126492
128,0.00130206830799579,0.114496438592275
129,-0.0012135307304561,0.138556637635041
130,-0.0726216761395335,0.14648128853006
131,0.184889130759984,0.158410655298499
132,0.0536397472955287,0.125419796621101
133,-0.149026640783995,0.142016076725116
134,-0.0307812024839222,0.147923946693755
135,0.165726763848215,0.153057381961314
136,-0.0128830666653812,0.19744114900448
137,0.163267658185214,0.165756375680723
138,0.0390973134897649,0.119911664217189
139,0.0526971263810992,0.13886938572336
140,0.147663327492774,0.160142240406106
141,0.00109992902725936,0.151451666363022
142,0.193454045895487,0.15127929001121
143,-0.0702455890364945,0.162187654324598
144,-0.0074500205926597,0.149298687931564
145,-0.0572051689960063,0.148920007291838
146,0.0509910736232996,0.15026394040685
147,0.0966400762088597,0.16560050368138
148,0.0263867269270122,0.145924884208645
149,0.1923146026209,0.149027796915617
150,0.0307250942103565,0.133867352614298
151,-0.0243831792846322,0.147494711074716
152,-0.10856012199074,0.146185253626925
153,-0.167136773746461,0.14483969892275
154,0.14010596871376,0.100462121554024
155,-0.106135495379567,0.139975582691875
156,0.195266978722066,0.150626428685547
157,0.040759018342942,0.118527650208989
158,0.199496323242784,0.129218210111915
159,-0.04976024935022,0.184818695664204
160,0.0220506523735821,0.170050336858151
161,-0.0282224148511886,0.163878194482278
162,0.0303511123172939,0.153718556619484
163,-0.0269970410503447,0.161359655275391
164,-0.110061694402248,0.157150255093226
165,-0.16600610492751,0.149839067180227
166,0.0549193038605154,0.157867628637474
167,-0.0275934518314898,0.156016907263186
168,-0.170913562551141,0.154024567182979
169,0.120960807707161,0.180391594319768
170,-0.0698886786587536,0.131196014722566
171,0.102915614005178,0.138714791153278
172,0.0337086069397628,0.142628288878124
173,0.0835357626900077,0.139473447015791
174,-0.029209693428129,0.162106410569314
175,-0.0625709191896021,0.157482226491533
176,0.103647994063795,0.143415413784039
177,-0.0303879167884588,0.1536083511091
178,0.0243549015372992,0.148081843652362
179,-0.153545690234751,0.14901932097063
180,-0.0787912809289992,0.164717238155821
181,-0.00847892565652728,0.14341505342249
182,-0.0620677812956274,0.148852468274438
183,0.040285656042397,0.148000635986652
184,-0.169566670712084,0.140701316381852
185,0.182397044450045,0.167496912797861
186,-0.191117270756513,0.154197567826194
187,0.136684252973646,0.169906324490061
188,0.0529769795015455,0.165860438225247
189,-0.0759623339399695,0.142902616006402
190,0.0970277464948595,0.127806531464529
191,0.0555645254440605,0.115387394232821
192,0.197006394900382,0.150173108032542
193,-0.148692084662616,0.165979190903846
194,0.153295831102878,0.172564188674342
195,0.124033355154097,0.180395256493497
196,0.128740471322089,0.171532354889569
197,0.133881064970046,0.196713633762503
198,0.0930928882211447,0.137879573725262
199,0.193217609729618,0.168692513353725
200,0.0556818330660462,0.193769300943875
